transition_id,person_id,from_role,to_role,from_industry,to_industry,transition_date,transition_time_months
2634,1332,Chef,Teacher,Hospitality,Education,2020-02-26,22
2635,1333,Cashier,Professor,Retail,Education,2023-12-09,11
2636,1334,Quality Inspector,Teacher,Manufacturing,Education,2020-09-03,8
2637,1334,Teacher,Auditor,Education,Finance,2021-09-03,2
2638,1334,Auditor,Pharmacist,Finance,Healthcare,2022-09-03,2
2639,1335,Cashier,Hotel Manager,Retail,Hospitality,2022-03-11,4
2640,1336,Chef,Auditor,Hospitality,Finance,2021-03-20,21
2641,1336,Auditor,Nurse,Finance,Healthcare,2022-03-20,20
2642,1337,Chef,Financial Analyst,Hospitality,Finance,2019-03-09,20
2643,1337,Accountant,Nurse,Finance,Healthcare,2020-03-08,15
2644,1338,Sales Associate,Professor,Retail,Education,2020-10-25,7
2645,1338,Librarian,Receptionist,Education,Hospitality,2021-10-25,18
2646,1338,Chef,Machine Operator,Hospitality,Manufacturing,2022-10-25,23
2647,1339,Assembly Line Worker,Data Analyst,Manufacturing,Technology,2018-01-25,20
2648,1339,Software Developer,Pharmacist,Technology,Healthcare,2019-01-25,15
2649,1340,Machine Operator,Chef,Manufacturing,Hospitality,2018-05-29,21
2650,1341,Accountant,Pharmacist,Finance,Healthcare,2017-03-19,20
2651,1342,Sales Associate,Software Developer,Retail,Technology,2022-01-01,13
2652,1343,Cashier,Data Analyst,Retail,Technology,2022-04-24,15
2653,1343,Software Developer,Financial Analyst,Technology,Finance,2023-04-24,24
2654,1344,Nurse,Technology Support,Healthcare,Technology,2015-07-18,7
2655,1345,Receptionist,Data Analyst,Hospitality,Technology,2015-03-25,14
2656,1345,Technology Support,Medical Assistant,Technology,Healthcare,2016-03-24,4
2657,1345,Pharmacist,Cashier,Healthcare,Retail,2017-03-24,21
2658,1346,Store Manager,Quality Inspector,Retail,Manufacturing,2015-08-17,14
2659,1347,Sales Associate,Accountant,Retail,Finance,2019-06-06,22
2660,1347,Auditor,Assembly Line Worker,Finance,Manufacturing,2020-06-05,16
2661,1348,Data Analyst,Financial Analyst,Technology,Finance,2022-12-08,22
2662,1348,Accountant,Data Analyst,Finance,Technology,2023-12-08,14
2663,1348,Data Analyst,Chef,Technology,Hospitality,2024-12-07,14
2664,1349,Technology Support,Machine Operator,Technology,Manufacturing,2015-06-29,22
2665,1349,Machine Operator,Professor,Manufacturing,Education,2016-06-28,13
2666,1350,Teacher,Store Manager,Education,Retail,2024-09-15,18
2667,1350,Store Manager,Hotel Manager,Retail,Hospitality,2025-09-15,22
2668,1350,Hotel Manager,Auditor,Hospitality,Finance,2026-09-15,4
2669,1351,Technology Support,Medical Assistant,Technology,Healthcare,2016-05-03,21
2670,1352,Machine Operator,Hotel Manager,Manufacturing,Hospitality,2016-03-11,16
2671,1352,Hotel Manager,Nurse,Hospitality,Healthcare,2017-03-11,4
2672,1352,Nurse,Quality Inspector,Healthcare,Manufacturing,2018-03-11,19
2673,1353,Accountant,Teacher,Finance,Education,2016-01-08,15
2674,1353,Professor,Data Analyst,Education,Technology,2017-01-07,1
2675,1353,Software Developer,Cashier,Technology,Retail,2018-01-07,16
2676,1354,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2019-03-06,16
2677,1354,Hotel Manager,Auditor,Hospitality,Finance,2020-03-05,22
2678,1354,Auditor,Chef,Finance,Hospitality,2021-03-05,20
2679,1355,Store Manager,Teacher,Retail,Education,2020-03-26,17
2680,1356,Professor,Nurse,Education,Healthcare,2024-12-13,5
2681,1357,Quality Inspector,Librarian,Manufacturing,Education,2021-02-25,7
2682,1357,Librarian,Sales Associate,Education,Retail,2022-02-25,13
2683,1358,Store Manager,Teacher,Retail,Education,2022-03-03,4
2684,1358,Librarian,Sales Associate,Education,Retail,2023-03-03,23
2685,1359,Medical Assistant,Sales Associate,Healthcare,Retail,2016-04-28,21
2686,1360,Cashier,Auditor,Retail,Finance,2016-05-03,24
2687,1360,Accountant,Teacher,Finance,Education,2017-05-03,15
2688,1361,Sales Associate,Auditor,Retail,Finance,2023-07-16,19
2689,1362,Chef,Financial Analyst,Hospitality,Finance,2024-08-28,12
2690,1362,Financial Analyst,Chef,Finance,Hospitality,2025-08-28,14
2691,1363,Hotel Manager,Accountant,Hospitality,Finance,2021-10-15,12
2692,1363,Financial Analyst,Receptionist,Finance,Hospitality,2022-10-15,24
2693,1364,Sales Associate,Assembly Line Worker,Retail,Manufacturing,2020-05-07,19
2694,1364,Machine Operator,Pharmacist,Manufacturing,Healthcare,2021-05-07,8
2695,1364,Pharmacist,Hotel Manager,Healthcare,Hospitality,2022-05-07,9
2696,1365,Cashier,Librarian,Retail,Education,2016-05-14,5
2697,1366,Machine Operator,Cashier,Manufacturing,Retail,2016-06-23,23
2698,1366,Cashier,Technology Support,Retail,Technology,2017-06-23,3
2699,1367,Sales Associate,Machine Operator,Retail,Manufacturing,2024-04-25,1
2700,1368,Pharmacist,Data Analyst,Healthcare,Technology,2016-09-24,21
2701,1368,Technology Support,Store Manager,Technology,Retail,2017-09-24,20
2702,1368,Cashier,Chef,Retail,Hospitality,2018-09-24,1
2703,1369,Professor,Pharmacist,Education,Healthcare,2020-05-31,15
2704,1369,Medical Assistant,Financial Analyst,Healthcare,Finance,2021-05-31,17
2705,1369,Accountant,Technology Support,Finance,Technology,2022-05-31,8
2706,1370,Auditor,Nurse,Finance,Healthcare,2023-07-19,2
2707,1370,Nurse,Chef,Healthcare,Hospitality,2024-07-18,13
2708,1371,Professor,Nurse,Education,Healthcare,2018-08-29,13
2709,1372,Professor,Data Analyst,Education,Technology,2022-08-14,15
2710,1372,Data Analyst,Professor,Technology,Education,2023-08-14,23
2711,1373,Auditor,Pharmacist,Finance,Healthcare,2019-09-16,21
2712,1373,Nurse,Sales Associate,Healthcare,Retail,2020-09-15,22
2713,1374,Financial Analyst,Technology Support,Finance,Technology,2021-11-01,11
2714,1374,Technology Support,Store Manager,Technology,Retail,2022-11-01,4
2715,1374,Store Manager,Chef,Retail,Hospitality,2023-11-01,1
2716,1375,Sales Associate,Pharmacist,Retail,Healthcare,2022-04-03,12
2717,1375,Pharmacist,Financial Analyst,Healthcare,Finance,2023-04-03,9
2718,1375,Financial Analyst,Pharmacist,Finance,Healthcare,2024-04-02,11
2719,1376,Chef,Accountant,Hospitality,Finance,2016-04-20,24
2720,1377,Sales Associate,Pharmacist,Retail,Healthcare,2020-04-22,8
2721,1377,Pharmacist,Auditor,Healthcare,Finance,2021-04-22,1
2722,1377,Financial Analyst,Teacher,Finance,Education,2022-04-22,1
2723,1378,Assembly Line Worker,Chef,Manufacturing,Hospitality,2020-03-18,8
2724,1378,Chef,Financial Analyst,Hospitality,Finance,2021-03-18,11
2725,1378,Auditor,Pharmacist,Finance,Healthcare,2022-03-18,1
2726,1379,Pharmacist,Store Manager,Healthcare,Retail,2023-01-01,1
2727,1379,Cashier,Quality Inspector,Retail,Manufacturing,2024-01-01,6
2728,1380,Software Developer,Financial Analyst,Technology,Finance,2022-08-19,6
2729,1381,Machine Operator,Pharmacist,Manufacturing,Healthcare,2022-03-26,10
2730,1381,Medical Assistant,Cashier,Healthcare,Retail,2023-03-26,12
2731,1381,Sales Associate,Chef,Retail,Hospitality,2024-03-25,10
2732,1382,Cashier,Receptionist,Retail,Hospitality,2016-07-31,2
2733,1382,Hotel Manager,Teacher,Hospitality,Education,2017-07-31,24
2734,1383,Teacher,Machine Operator,Education,Manufacturing,2023-09-09,22
2735,1383,Assembly Line Worker,Sales Associate,Manufacturing,Retail,2024-09-08,13
2736,1383,Store Manager,Auditor,Retail,Finance,2025-09-08,16
2737,1384,Store Manager,Medical Assistant,Retail,Healthcare,2021-12-12,4
2738,1385,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2023-09-11,11
2739,1385,Medical Assistant,Teacher,Healthcare,Education,2024-09-10,23
2740,1386,Store Manager,Nurse,Retail,Healthcare,2023-04-14,3
2741,1386,Pharmacist,Assembly Line Worker,Healthcare,Manufacturing,2024-04-13,19
2742,1387,Medical Assistant,Teacher,Healthcare,Education,2015-01-01,1
2743,1387,Librarian,Data Analyst,Education,Technology,2016-01-01,5
2744,1388,Pharmacist,Technology Support,Healthcare,Technology,2019-10-10,1
2745,1389,Receptionist,Teacher,Hospitality,Education,2022-11-08,19
2746,1389,Teacher,Accountant,Education,Finance,2023-11-08,4
2747,1389,Financial Analyst,Data Analyst,Finance,Technology,2024-11-07,19
2748,1390,Cashier,Nurse,Retail,Healthcare,2024-12-05,15
2749,1390,Nurse,Sales Associate,Healthcare,Retail,2025-12-05,4
2750,1391,Librarian,Technology Support,Education,Technology,2022-01-01,24
2751,1392,Technology Support,Medical Assistant,Technology,Healthcare,2021-10-20,17
2752,1392,Pharmacist,Machine Operator,Healthcare,Manufacturing,2022-10-20,11
2753,1392,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2023-10-20,17
2754,1393,Quality Inspector,Chef,Manufacturing,Hospitality,2021-07-10,1
2755,1393,Receptionist,Medical Assistant,Hospitality,Healthcare,2022-07-10,9
2756,1393,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2023-07-10,14
2757,1394,Nurse,Teacher,Healthcare,Education,2024-04-25,24
2758,1394,Teacher,Hotel Manager,Education,Hospitality,2025-04-25,1
2759,1394,Receptionist,Sales Associate,Hospitality,Retail,2026-04-25,2
2760,1395,Data Analyst,Medical Assistant,Technology,Healthcare,2017-07-04,18
2761,1395,Pharmacist,Hotel Manager,Healthcare,Hospitality,2018-07-04,6
2762,1396,Data Analyst,Hotel Manager,Technology,Hospitality,2015-04-09,15
2763,1397,Teacher,Receptionist,Education,Hospitality,2021-05-05,4
2764,1397,Receptionist,Machine Operator,Hospitality,Manufacturing,2022-05-05,10
2765,1398,Medical Assistant,Auditor,Healthcare,Finance,2017-04-07,5
2766,1398,Accountant,Machine Operator,Finance,Manufacturing,2018-04-07,9
2767,1398,Machine Operator,Sales Associate,Manufacturing,Retail,2019-04-07,5
2768,1399,Nurse,Hotel Manager,Healthcare,Hospitality,2021-04-11,11
2769,1400,Teacher,Nurse,Education,Healthcare,2021-11-16,4
2770,1400,Nurse,Software Developer,Healthcare,Technology,2022-11-16,10
2771,1400,Data Analyst,Medical Assistant,Technology,Healthcare,2023-11-16,7
2772,1401,Chef,Sales Associate,Hospitality,Retail,2020-11-01,6
2773,1402,Chef,Accountant,Hospitality,Finance,2024-12-21,24
2774,1403,Nurse,Cashier,Healthcare,Retail,2021-05-18,1
2775,1403,Sales Associate,Assembly Line Worker,Retail,Manufacturing,2022-05-18,9
2776,1403,Quality Inspector,Nurse,Manufacturing,Healthcare,2023-05-18,11
2777,1404,Chef,Pharmacist,Hospitality,Healthcare,2015-04-15,2
2778,1404,Nurse,Receptionist,Healthcare,Hospitality,2016-04-14,23
2779,1404,Chef,Assembly Line Worker,Hospitality,Manufacturing,2017-04-14,11
2780,1405,Receptionist,Software Developer,Hospitality,Technology,2023-12-18,17
2781,1405,Technology Support,Hotel Manager,Technology,Hospitality,2024-12-17,10
2782,1405,Hotel Manager,Nurse,Hospitality,Healthcare,2025-12-17,3
2783,1406,Technology Support,Pharmacist,Technology,Healthcare,2016-02-26,3
2784,1406,Pharmacist,Receptionist,Healthcare,Hospitality,2017-02-25,21
2785,1407,Librarian,Sales Associate,Education,Retail,2019-09-13,7
2786,1408,Software Developer,Librarian,Technology,Education,2017-10-16,1
2787,1408,Librarian,Software Developer,Education,Technology,2018-10-16,7
2788,1409,Receptionist,Technology Support,Hospitality,Technology,2018-12-16,23
2789,1409,Technology Support,Quality Inspector,Technology,Manufacturing,2019-12-16,6
2790,1409,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2020-12-15,23
2791,1410,Software Developer,Teacher,Technology,Education,2018-12-09,21
2792,1410,Teacher,Store Manager,Education,Retail,2019-12-09,19
2793,1410,Cashier,Financial Analyst,Retail,Finance,2020-12-08,14
2794,1411,Sales Associate,Chef,Retail,Hospitality,2015-01-23,4
2795,1411,Hotel Manager,Cashier,Hospitality,Retail,2016-01-23,8
2796,1411,Cashier,Professor,Retail,Education,2017-01-22,18
2797,1412,Financial Analyst,Pharmacist,Finance,Healthcare,2018-01-26,16
2798,1412,Nurse,Technology Support,Healthcare,Technology,2019-01-26,3
2799,1412,Technology Support,Receptionist,Technology,Hospitality,2020-01-26,7
2800,1413,Software Developer,Accountant,Technology,Finance,2024-10-08,1
2801,1413,Financial Analyst,Nurse,Finance,Healthcare,2025-10-08,1
2802,1414,Quality Inspector,Teacher,Manufacturing,Education,2018-03-01,19
2803,1414,Librarian,Cashier,Education,Retail,2019-03-01,7
2804,1415,Hotel Manager,Librarian,Hospitality,Education,2023-06-12,21
2805,1416,Data Analyst,Financial Analyst,Technology,Finance,2022-03-12,24
2806,1416,Financial Analyst,Technology Support,Finance,Technology,2023-03-12,13
2807,1417,Accountant,Librarian,Finance,Education,2019-11-11,10
2808,1418,Quality Inspector,Data Analyst,Manufacturing,Technology,2015-04-18,17
2809,1419,Machine Operator,Technology Support,Manufacturing,Technology,2020-05-14,1
2810,1420,Data Analyst,Medical Assistant,Technology,Healthcare,2019-09-25,4
2811,1420,Nurse,Teacher,Healthcare,Education,2020-09-24,23
2812,1420,Professor,Technology Support,Education,Technology,2021-09-24,21
2813,1421,Accountant,Receptionist,Finance,Hospitality,2023-03-09,23
2814,1421,Receptionist,Assembly Line Worker,Hospitality,Manufacturing,2024-03-08,10
2815,1422,Cashier,Professor,Retail,Education,2019-02-12,7
2816,1422,Librarian,Medical Assistant,Education,Healthcare,2020-02-12,4
2817,1423,Teacher,Software Developer,Education,Technology,2024-02-07,24
2818,1423,Data Analyst,Hotel Manager,Technology,Hospitality,2025-02-06,18
2819,1424,Pharmacist,Teacher,Healthcare,Education,2022-03-09,5
2820,1425,Professor,Store Manager,Education,Retail,2017-12-21,8
2821,1426,Accountant,Professor,Finance,Education,2017-08-24,20
2822,1426,Teacher,Sales Associate,Education,Retail,2018-08-24,18
2823,1427,Professor,Assembly Line Worker,Education,Manufacturing,2016-02-21,3
2824,1427,Machine Operator,Accountant,Manufacturing,Finance,2017-02-20,18
2825,1428,Chef,Machine Operator,Hospitality,Manufacturing,2019-04-24,8
2826,1428,Assembly Line Worker,Receptionist,Manufacturing,Hospitality,2020-04-23,18
2827,1428,Receptionist,Financial Analyst,Hospitality,Finance,2021-04-23,24
2828,1429,Hotel Manager,Store Manager,Hospitality,Retail,2015-12-07,3
2829,1429,Store Manager,Teacher,Retail,Education,2016-12-06,6
2830,1429,Professor,Software Developer,Education,Technology,2017-12-06,22
2831,1430,Cashier,Chef,Retail,Hospitality,2021-01-12,21
2832,1430,Receptionist,Accountant,Hospitality,Finance,2022-01-12,24
2833,1431,Store Manager,Medical Assistant,Retail,Healthcare,2016-02-22,12
2834,1431,Pharmacist,Store Manager,Healthcare,Retail,2017-02-21,5
2835,1431,Sales Associate,Auditor,Retail,Finance,2018-02-21,7
2836,1432,Medical Assistant,Cashier,Healthcare,Retail,2018-09-05,15
2837,1432,Sales Associate,Software Developer,Retail,Technology,2019-09-05,7
2838,1433,Assembly Line Worker,Store Manager,Manufacturing,Retail,2016-07-02,3
2839,1434,Librarian,Quality Inspector,Education,Manufacturing,2024-01-19,23
2840,1434,Quality Inspector,Medical Assistant,Manufacturing,Healthcare,2025-01-18,13
2841,1435,Software Developer,Professor,Technology,Education,2021-08-11,3
2842,1435,Professor,Data Analyst,Education,Technology,2022-08-11,2
2843,1436,Sales Associate,Quality Inspector,Retail,Manufacturing,2021-05-25,4
2844,1436,Assembly Line Worker,Professor,Manufacturing,Education,2022-05-25,17
2845,1436,Teacher,Store Manager,Education,Retail,2023-05-25,6
2846,1437,Auditor,Machine Operator,Finance,Manufacturing,2015-07-20,6
2847,1437,Machine Operator,Store Manager,Manufacturing,Retail,2016-07-19,22
2848,1437,Cashier,Quality Inspector,Retail,Manufacturing,2017-07-19,2
2849,1438,Assembly Line Worker,Receptionist,Manufacturing,Hospitality,2020-03-30,3
2850,1439,Medical Assistant,Auditor,Healthcare,Finance,2023-03-30,2
2851,1439,Auditor,Nurse,Finance,Healthcare,2024-03-29,22
2852,1440,Technology Support,Accountant,Technology,Finance,2020-03-25,22
2853,1441,Accountant,Receptionist,Finance,Hospitality,2022-09-03,5
2854,1442,Nurse,Assembly Line Worker,Healthcare,Manufacturing,2019-02-22,10
2855,1442,Machine Operator,Hotel Manager,Manufacturing,Hospitality,2020-02-22,21
2856,1443,Quality Inspector,Store Manager,Manufacturing,Retail,2018-08-17,21
2857,1444,Cashier,Quality Inspector,Retail,Manufacturing,2024-05-21,10
2858,1445,Accountant,Store Manager,Finance,Retail,2016-07-15,11
2859,1445,Store Manager,Pharmacist,Retail,Healthcare,2017-07-15,4
2860,1446,Cashier,Receptionist,Retail,Hospitality,2019-04-24,14
2861,1446,Chef,Sales Associate,Hospitality,Retail,2020-04-23,17
2862,1447,Software Developer,Teacher,Technology,Education,2022-09-20,10
2863,1447,Teacher,Quality Inspector,Education,Manufacturing,2023-09-20,3
2864,1448,Software Developer,Librarian,Technology,Education,2023-07-07,7
2865,1448,Teacher,Nurse,Education,Healthcare,2024-07-06,1
2866,1448,Nurse,Quality Inspector,Healthcare,Manufacturing,2025-07-06,8
2867,1449,Pharmacist,Hotel Manager,Healthcare,Hospitality,2020-10-11,1
2868,1449,Chef,Quality Inspector,Hospitality,Manufacturing,2021-10-11,8
2869,1449,Assembly Line Worker,Financial Analyst,Manufacturing,Finance,2022-10-11,14
2870,1450,Auditor,Assembly Line Worker,Finance,Manufacturing,2017-11-07,2
2871,1450,Assembly Line Worker,Receptionist,Manufacturing,Hospitality,2018-11-07,8
2872,1451,Sales Associate,Data Analyst,Retail,Technology,2019-06-11,10
2873,1451,Technology Support,Auditor,Technology,Finance,2020-06-10,7
2874,1451,Auditor,Librarian,Finance,Education,2021-06-10,13
2875,1452,Professor,Cashier,Education,Retail,2022-09-29,21
2876,1452,Cashier,Financial Analyst,Retail,Finance,2023-09-29,15
2877,1453,Teacher,Store Manager,Education,Retail,2020-02-03,14
2878,1453,Store Manager,Quality Inspector,Retail,Manufacturing,2021-02-02,11
2879,1453,Quality Inspector,Technology Support,Manufacturing,Technology,2022-02-02,2
2880,1454,Accountant,Receptionist,Finance,Hospitality,2020-02-23,12
2881,1454,Receptionist,Librarian,Hospitality,Education,2021-02-22,15
2882,1455,Nurse,Store Manager,Healthcare,Retail,2017-03-07,14
2883,1456,Professor,Cashier,Education,Retail,2015-01-17,16
2884,1457,Pharmacist,Receptionist,Healthcare,Hospitality,2018-03-14,8
2885,1457,Hotel Manager,Accountant,Hospitality,Finance,2019-03-14,24
2886,1457,Financial Analyst,Cashier,Finance,Retail,2020-03-13,17
2887,1458,Teacher,Sales Associate,Education,Retail,2020-07-26,12
2888,1459,Quality Inspector,Data Analyst,Manufacturing,Technology,2019-06-19,18
2889,1459,Software Developer,Librarian,Technology,Education,2020-06-18,5
2890,1460,Cashier,Professor,Retail,Education,2019-10-19,9
2891,1460,Professor,Assembly Line Worker,Education,Manufacturing,2020-10-18,15
2892,1461,Software Developer,Professor,Technology,Education,2016-10-02,17
2893,1461,Librarian,Machine Operator,Education,Manufacturing,2017-10-02,19
2894,1462,Technology Support,Cashier,Technology,Retail,2015-04-14,15
2895,1463,Technology Support,Assembly Line Worker,Technology,Manufacturing,2017-10-31,1
2896,1463,Assembly Line Worker,Librarian,Manufacturing,Education,2018-10-31,17
2897,1464,Cashier,Quality Inspector,Retail,Manufacturing,2018-11-04,23
2898,1465,Chef,Librarian,Hospitality,Education,2023-08-02,21
2899,1466,Cashier,Nurse,Retail,Healthcare,2023-03-07,13
2900,1466,Nurse,Hotel Manager,Healthcare,Hospitality,2024-03-06,8
